"ens_gene"	"target_id"	"pval"	"qval"	"num_transcripts"	"all_target_ids"
"256"	"ENSG00000168685"	"ENST00000303115"	0.122768202130933	0.514558899366173	10	"ENST00000303115"
"257"	"ENSG00000168906"	"ENST00000306434"	0.877964985326863	0.993117095472403	6	"ENST00000306434"
"258"	"ENSG00000169100"	"ENST00000381401"	0.627165275563691	0.894359949176625	3	"ENST00000381401"
"259"	"ENSG00000170027"	"ENST00000307630"	0.738052776127865	0.948875405743946	1	"ENST00000307630"
"260"	"ENSG00000171444"	"ENST00000302475"	0.0174431751375905	0.168152208326373	10	"ENST00000302475"
"261"	"ENSG00000171724"	"ENST00000302536"	0.219230844664308	0.644887647910558	2	"ENST00000302536"
"262"	"ENSG00000172466"	"ENST00000399061"	0.881088212352414	0.993117095472403	6	"ENST00000399061"
"263"	"ENSG00000172939"	"ENST00000311806"	0.60238842706182	0.887924225822011	6	"ENST00000311806"
"264"	"ENSG00000173456"	"ENST00000311413"	0.284066140757005	0.724443808703049	1	"ENST00000311413"
"265"	"ENSG00000173530"	"ENST00000312584"	2.17353456992919e-05	0.00069842910847058	1	"ENST00000312584"
"266"	"ENSG00000173786"	"ENST00000393888"	0.909334907859443	0.993117095472403	12	"ENST00000393888"
"267"	"ENSG00000174574"	"ENST00000432648"	0.00291586835002424	0.0486401143892091	4	"ENST00000432648"
"268"	"ENSG00000175115"	"ENST00000320580"	0.302593491281514	0.730114587318846	15	"ENST00000320580"
"269"	"ENSG00000175216"	"ENST00000354558"	0.193042089873449	0.62447172697317	12	"ENST00000354558"
"270"	"ENSG00000175224"	"ENST00000524625"	0.983203144563978	0.99550607877328	30	"ENST00000524625"
"271"	"ENSG00000177606"	"ENST00000371222"	0.909676051751602	0.993117095472403	1	"ENST00000371222"
"272"	"ENSG00000177688"	"ENST00000326669"	0.128319755279259	0.519748924744563	1	"ENST00000326669"
"273"	"ENSG00000177932"	"ENST00000315475"	0.819204313634634	0.982190768531659	1	"ENST00000315475"
"274"	"ENSG00000179010"	"ENST00000382581"	0.610178728009109	0.892068160092404	5	"ENST00000382581"
"275"	"ENSG00000179172"	"ENST00000317869"	0.817646784037785	0.982190768531659	2	"ENST00000317869"
"276"	"ENSG00000179195"	"ENST00000337815"	0.142875933312604	0.546557141719644	14	"ENST00000337815"
"277"	"ENSG00000179295"	"ENST00000351677"	0.784206137970235	0.96686259468056	4	"ENST00000351677"
"278"	"ENSG00000180138"	"ENST00000379800"	0.643245247852008	0.901291306583336	1	"ENST00000379800"
"279"	"ENSG00000180389"	"ENST00000381026"	0.442720321138074	0.801825425489952	1	"ENST00000381026"
"280"	"ENSG00000180573"	"ENST00000377791"	0.180570288336092	0.592074006653036	3	"ENST00000377791"
"281"	"ENSG00000180801"	"ENST00000315366"	0.0318239220234186	0.256140973197812	3	"ENST00000315366"
"282"	"ENSG00000181555"	"ENST00000330022"	0.499974064341298	0.848547531734175	8	"ENST00000330022"
"283"	"ENSG00000181704"	"ENST00000374622"	0.338126486022136	0.750048469056641	7	"ENST00000374622"
"284"	"ENSG00000182158"	"ENST00000330387"	0.416302939442327	0.78972013451792	8	"ENST00000330387"
"285"	"ENSG00000182197"	"ENST00000437196"	0.251425424784287	0.680826150258575	3	"ENST00000437196"
"286"	"ENSG00000182534"	"ENST00000355797"	0.658399555979099	0.911811748632956	7	"ENST00000355797"
"287"	"ENSG00000182541"	"ENST00000406516"	0.364247501260495	0.767375782581297	9	"ENST00000406516"
"288"	"ENSG00000182551"	"ENST00000327435"	0.667971561181415	0.912074482972923	3	"ENST00000327435"
"289"	"ENSG00000182752"	"ENST00000328252"	1.74305541359892e-14	4.2007635467734e-12	3	"ENST00000328252"
"290"	"ENSG00000182827"	"ENST00000366812"	0.531452646565284	0.859790338313112	2	"ENST00000366812"
"291"	"ENSG00000182831"	"ENST00000574285"	0.438444880664402	0.801562967137104	2	"ENST00000574285"
"292"	"ENSG00000183054"	"ENST00000329516"	0.717127508501185	0.934360162036256	11	"ENST00000329516"
"293"	"ENSG00000183283"	"ENST00000436900"	0.0262245618660053	0.229479998253124	15	"ENST00000436900"
"294"	"ENSG00000184216"	"ENST00000369980"	0.00347652981231705	0.0558562456512272	13	"ENST00000369980"
"295"	"ENSG00000184232"	"ENST00000328965"	0.355665790885111	0.764598406500895	3	"ENST00000328965"
"296"	"ENSG00000184838"	"ENST00000407149"	0.0915962902238703	0.44235118884888	5	"ENST00000407149"
"297"	"ENSG00000185591"	"ENST00000426431"	0.567788416943182	0.879330978495898	4	"ENST00000426431"
"298"	"ENSG00000186469"	"ENST00000556752"	0.0225402900110127	0.208931149717464	16	"ENST00000556752"
"299"	"ENSG00000187243"	"ENST00000497164"	0.481818703597496	0.829416482621405	12	"ENST00000497164"
"300"	"ENSG00000187720"	"ENST00000355327"	0.0639074691891948	0.378854310859393	7	"ENST00000355327"
"301"	"ENSG00000188554"	"ENST00000341165"	0.798235491069049	0.979006378359495	8	"ENST00000341165"
"302"	"ENSG00000188636"	"ENST00000341255"	0.309684523435459	0.730114587318846	1	"ENST00000341255"
"303"	"ENSG00000188786"	"ENST00000373036"	0.944130446018658	0.99550607877328	2	"ENST00000373036"
"304"	"ENSG00000189339"	"ENST00000611123"	0.825445668554137	0.983947132132967	5	"ENST00000611123"
"305"	"ENSG00000189403"	"ENST00000326004"	0.0909454963930602	0.44235118884888	8	"ENST00000326004"
"306"	"ENSG00000196262"	"ENST00000468812"	0.107425001522662	0.471552424801439	10	"ENST00000468812"
"307"	"ENSG00000196313"	"ENST00000358357"	0.225502823314759	0.644887647910558	5	"ENST00000358357"
"308"	"ENSG00000196419"	"ENST00000405878"	0.574572153228342	0.879330978495898	8	"ENST00000405878"
"309"	"ENSG00000196465"	"ENST00000550152"	0.583421361094526	0.879330978495898	11	"ENST00000550152"
"310"	"ENSG00000196834"	"ENST00000451531"	2.46983848412414e-10	2.97615537336959e-08	3	"ENST00000451531"
"311"	"ENSG00000198242"	"ENST00000394935"	0.334338089210062	0.750048469056641	9	"ENST00000394935"
"312"	"ENSG00000198517"	"ENST00000343242"	0.258201084772951	0.684026884949356	3	"ENST00000343242"
"313"	"ENSG00000198695"	"ENST00000361681"	0.000222272956565767	0.00516182085814062	1	"ENST00000361681"
"314"	"ENSG00000198712"	"ENST00000361739"	0.249226758464157	0.678685297060584	1	"ENST00000361739"
"315"	"ENSG00000198727"	"ENST00000361789"	3.12364667943194e-05	0.000940998562178871	1	"ENST00000361789"
"316"	"ENSG00000198763"	"ENST00000361453"	0.581847002498626	0.879330978495898	1	"ENST00000361453"
"317"	"ENSG00000198786"	"ENST00000361567"	0.0485901460269682	0.329865498380263	1	"ENST00000361567"
"318"	"ENSG00000198804"	"ENST00000361624"	0.00610776835443408	0.0919982608386633	1	"ENST00000361624"
"319"	"ENSG00000198840"	"ENST00000361227"	0.679178228398768	0.916985731339513	1	"ENST00000361227"
"320"	"ENSG00000198886"	"ENST00000361381"	0.164256809968341	0.575791669376691	1	"ENST00000361381"
"321"	"ENSG00000198888"	"ENST00000361390"	0.427628537570907	0.78972013451792	1	"ENST00000361390"
"322"	"ENSG00000198899"	"ENST00000361899"	0.0266615765605289	0.229479998253124	1	"ENST00000361899"
"323"	"ENSG00000198911"	"ENST00000361204"	0.544838857313256	0.872466210049799	9	"ENST00000361204"
"324"	"ENSG00000198938"	"ENST00000362079"	0.0136641183100261	0.149684205123468	1	"ENST00000362079"
"325"	"ENSG00000204217"	"ENST00000374580"	0.81252113297195	0.982190768531659	3	"ENST00000374580"
"326"	"ENSG00000204370"	"ENST00000375549"	0.974672386494727	0.99550607877328	9	"ENST00000375549"
"327"	"ENSG00000205364"	"ENST00000379818"	0.00129071859716931	0.0248850545534242	2	"ENST00000379818"
"328"	"ENSG00000206324"	"ENST00000399833"	0.226299731916186	0.644887647910558	8	"ENST00000399833"
"329"	"ENSG00000206505"	"ENST00000549224"	0.867845657557078	0.993117095472403	9	"ENST00000549224"
"330"	"ENSG00000212907"	"ENST00000361335"	0.640291316542881	0.899767972517985	1	"ENST00000361335"
"331"	"ENSG00000213064"	"ENST00000271375"	0.695439296679562	0.925971660219748	4	"ENST00000271375"
"332"	"ENSG00000213699"	"ENST00000344420"	0.430399958814084	0.791804504383162	4	"ENST00000344420"
"333"	"ENSG00000215301"	"ENST00000629496"	0.717833925437068	0.934360162036256	21	"ENST00000629496"
"334"	"ENSG00000222011"	"ENST00000496790"	0.959802000496271	0.99550607877328	8	"ENST00000496790"
"335"	"ENSG00000224156"	"ENST00000421473"	1.38313655803994e-14	4.2007635467734e-12	4	"ENST00000421473"
"336"	"ENSG00000225748"	"ENST00000454306"	0.522510356235216	0.856632624848211	14	"ENST00000454306"
"337"	"ENSG00000227816"	"ENST00000418205"	0.206839603361544	0.644887647910558	3	"ENST00000418205"
"338"	"ENSG00000228253"	"ENST00000361851"	0.314119579054983	0.734978820895641	1	"ENST00000361851"
"339"	"ENSG00000231129"	"ENST00000426219"	0.169631570646245	0.575791669376691	7	"ENST00000426219"
"340"	"ENSG00000231225"	"ENST00000546529"	0.409452189530596	0.78972013451792	8	"ENST00000546529"
"341"	"ENSG00000231925"	"ENST00000434618"	0.901855061032942	0.993117095472403	9	"ENST00000434618"
"342"	"ENSG00000232280"	"ENST00000436822"	0.464621146534262	0.813380013109199	12	"ENST00000436822"
"343"	"ENSG00000232804"	"ENST00000417199"	0.166955377365649	0.575791669376691	2	"ENST00000417199"
"344"	"ENSG00000234000"	"ENST00000455935"	0.0318847684478604	0.256140973197812	4	"ENST00000455935"
"345"	"ENSG00000234745"	"ENST00000412585"	0.744700680003933	0.949582471644133	7	"ENST00000412585"
"346"	"ENSG00000235307"	"ENST00000436979"	0.154391426112799	0.562343200038316	11	"ENST00000436979"
"347"	"ENSG00000235396"	"ENST00000480224"	0.982674150382424	0.99550607877328	5	"ENST00000480224"
"348"	"ENSG00000236418"	"ENST00000497426"	0.738232940153485	0.948875405743946	10	"ENST00000497426"
"349"	"ENSG00000237155"	"ENST00000439190"	0.00979432382729439	0.118021602118897	2	"ENST00000439190"
"350"	"ENSG00000241553"	"ENST00000397261"	0.520492611754612	0.856632624848211	8	"ENST00000397261"
"351"	"ENSG00000242247"	"ENST00000263245"	0.864831502038412	0.993117095472403	6	"ENST00000263245"
"352"	"ENSG00000244020"	"ENST00000464121"	0.618486279155892	0.892068160092404	1	"ENST00000464121"
"353"	"ENSG00000244509"	"ENST00000361441"	0.127954544645686	0.519748924744563	2	"ENST00000361441"
"354"	"ENSG00000253626"	"ENST00000520547"	5.46072922751672e-09	3.76010212523294e-07	1	"ENST00000520547"
"355"	"ENSG00000256045"	"ENST00000545075"	0.000248785140096183	0.0054506562511982	1	"ENST00000545075"
"356"	"ENSG00000258102"	"ENST00000556529"	0.597926873992587	0.887248748265239	4	"ENST00000556529"
"357"	"ENSG00000258543"	"ENST00000457089"	0.920994355453089	0.993117095472403	5	"ENST00000457089"
"358"	"ENSG00000258947"	"ENST00000315491"	0.0148315582842091	0.155258435155089	15	"ENST00000315491"
"359"	"ENSG00000261812"	"ENST00000567207"	0.00163850278379918	0.0303753208381233	4	"ENST00000567207"
"360"	"ENSG00000265972"	"ENST00000582401"	0.225781230680423	0.644887647910558	4	"ENST00000582401"
"361"	"ENSG00000268173"	"ENST00000593731"	0.424219042993508	0.78972013451792	1	"ENST00000593731"
"362"	"ENSG00000269242"	"ENST00000597692"	0.686405991005429	0.922780897430974	1	"ENST00000597692"
"363"	"ENSG00000270672"	"ENST00000604952"	0.000357435663863595	0.00749060826009794	1	"ENST00000604952"
"364"	"ENSG00000271254"	"ENST00000614336"	0.528482332951282	0.859790338313112	4	"ENST00000614336"
"365"	"ENSG00000272325"	"ENST00000607016"	0.767591267184307	0.96686259468056	1	"ENST00000607016"
"366"	"ENSG00000272822"	"ENST00000398092"	0.0648741380099985	0.378854310859393	1	"ENST00000398092"
"367"	"ENSG00000273554"	"ENST00000611339"	0.104707078222754	0.471552424801439	2	"ENST00000611339"
"368"	"ENSG00000273562"	"ENST00000616696"	0.702468569432795	0.931670804836389	2	"ENST00000616696"
"369"	"ENSG00000273594"	"ENST00000614575"	0.0155592185600874	0.156240486374211	6	"ENST00000614575"
"370"	"ENSG00000273673"	"ENST00000393394"	0.533355417335312	0.859790338313112	1	"ENST00000393394"
"371"	"ENSG00000273686"	"ENST00000617605"	0.229825196670517	0.645872628581454	2	"ENST00000617605"
"372"	"ENSG00000273780"	"ENST00000610551"	0.000472149626366149	0.00948233832952015	1	"ENST00000610551"
"373"	"ENSG00000274081"	"ENST00000612237"	0.295728412694642	0.730114587318846	3	"ENST00000612237"
"374"	"ENSG00000274334"	"ENST00000622615"	8.10259881310513e-05	0.00216969590439815	1	"ENST00000622615"
"375"	"ENSG00000274429"	"ENST00000614211"	0.707978418021576	0.932365020454644	1	"ENST00000614211"
"376"	"ENSG00000274442"	"ENST00000614672"	0.635195231398289	0.895216671151975	1	"ENST00000614672"
"377"	"ENSG00000274538"	"ENST00000618418"	0.119526475774528	0.505366327397565	1	"ENST00000618418"
"378"	"ENSG00000274779"	"ENST00000620839"	0.746190561816018	0.949582471644133	3	"ENST00000620839"
"379"	"ENSG00000274780"	"ENST00000616346"	0.56526951737421	0.879330978495898	1	"ENST00000616346"
"380"	"ENSG00000275099"	"ENST00000621686"	0.607697896240554	0.892068160092404	1	"ENST00000621686"
"381"	"ENSG00000275193"	"ENST00000545441"	0.0554353782886381	0.342562209424661	1	"ENST00000545441"
"382"	"ENSG00000275338"	"ENST00000610934"	0.674499367839226	0.915799141685935	2	"ENST00000610934"
"383"	"ENSG00000275618"	"ENST00000619034"	0.773892293203896	0.96686259468056	1	"ENST00000619034"
"384"	"ENSG00000275746"	"ENST00000621843"	0.299470371049005	0.730114587318846	2	"ENST00000621843"
"385"	"ENSG00000275774"	"ENST00000621994"	0.882847143593499	0.993117095472403	1	"ENST00000621994"
"386"	"ENSG00000275903"	"ENST00000619951"	0.902156415787284	0.993117095472403	1	"ENST00000619951"
"387"	"ENSG00000276262"	"ENST00000620290"	0.0151393079923012	0.155258435155089	1	"ENST00000620290"
"388"	"ENSG00000276480"	"ENST00000621545"	0.00492144463519936	0.0765205262634223	4	"ENST00000621545"
"389"	"ENSG00000276701"	"ENST00000613839"	0.479650189027526	0.828642978893431	3	"ENST00000613839"
"390"	"ENSG00000276833"	"ENST00000617382"	0.179734251398376	0.592074006653036	1	"ENST00000617382"
"391"	"ENSG00000276886"	"ENST00000300177"	0.621856642720016	0.892068160092404	2	"ENST00000300177"
"392"	"ENSG00000277140"	"ENST00000621511"	0.577905369822392	0.879330978495898	1	"ENST00000621511"
"393"	"ENSG00000277292"	"ENST00000613180"	0.141497282407125	0.545613520961875	1	"ENST00000613180"
"394"	"ENSG00000277401"	"ENST00000612628"	0.388925203616204	0.788937881422776	4	"ENST00000612628"
"395"	"ENSG00000277594"	"ENST00000615769"	0.342897086120153	0.750048469056641	1	"ENST00000615769"
"396"	"ENSG00000278191"	"ENST00000612826"	0.248473819054313	0.678685297060584	2	"ENST00000612826"
"397"	"ENSG00000278220"	"ENST00000619400"	0.816218260650805	0.982190768531659	1	"ENST00000619400"
"398"	"ENSG00000278229"	"ENST00000617731"	0.207109662967692	0.644887647910558	1	"ENST00000617731"
"399"	"ENSG00000278494"	"ENST00000616334"	0.338267957774757	0.750048469056641	1	"ENST00000616334"
"400"	"ENSG00000278788"	"ENST00000622719"	0.0837654734035798	0.421003372728223	2	"ENST00000622719"
"401"	"ENSG00000279081"	"ENST00000624447"	0.106095805999694	0.471552424801439	1	"ENST00000624447"
"402"	"ENSG00000279232"	"ENST00000624710"	6.28782113833041e-11	1.01024326289175e-08	1	"ENST00000624710"
"403"	"ENSG00000279392"	"ENST00000623123"	0.451930616649064	0.801833278142519	1	"ENST00000623123"
"404"	"ENSG00000279457"	"ENST00000623083"	0.618414861941012	0.892068160092404	3	"ENST00000623083"
"405"	"ENSG00000279483"	"ENST00000623936"	0.634249135660719	0.895216671151975	1	"ENST00000623936"
"406"	"ENSG00000279576"	"ENST00000625158"	0.255907139407032	0.684026884949356	1	"ENST00000625158"
"407"	"ENSG00000280184"	"ENST00000625058"	0.567535942242029	0.879330978495898	1	"ENST00000625058"
"408"	"ENSG00000280803"	"ENST00000393183"	0.0523902758293179	0.335142932933247	1	"ENST00000393183"
"409"	"ENSG00000281137"	"ENST00000626819"	0.224908351747485	0.644887647910558	1	"ENST00000626819"
"410"	"ENSG00000281638"	"ENST00000629880"	1.22799847745083e-07	6.50988011690113e-06	1	"ENST00000629880"
